Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Model Prediction [-],Flow Pattern [-],Flow Pattern Shoham [-],Unified Flow Pattern [-]
Crowley et al. (1992),,1.86766479170601,0.00035,710.0,,0.601265795364592,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.43498414317866,0.00035,710.0,,0.605995903269047,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.914765144278973,0.00035,710.0,,0.606112171756383,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.60649923276234,0.00035,710.0,,1.81031022941356,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.901923798151146,0.00035,710.0,,1.82575745698981,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.892496814678145,0.00035,710.0,,3.79258754225601,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.42520302145518,0.00035,710.0,,3.8191389946816,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.80773754190332,0.00035,710.0,,3.84538555628632,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.03921496322085,0.00035,710.0,,5.71255771812285,1.796e-05,14.4,0.146,0.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.907112246260923,0.00035,710.0,,5.67673159613065,1.796e-05,14.4,0.146,0.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.906663000127047,0.00035,710.0,,6.43788432976393,1.796e-05,14.4,0.146,0.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.70332473023354,0.00035,710.0,,6.64361369367858,1.796e-05,14.4,0.146,0.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.433295452917466,0.00035,710.0,,1.80646936544423,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.408410377391497,0.00035,710.0,,0.604534046907246,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.493026608232131,0.00035,710.0,,0.102548417242593,1.796e-05,14.4,0.146,0.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0171064403489565,0.00035,710.0,,0.104755914772698,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0173327731859149,0.00035,710.0,,0.538115099344989,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0156556878584937,0.00035,710.0,,0.535162424778982,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0178325784262012,0.00035,710.0,,1.85337468707574,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0812548352326392,0.00035,710.0,,1.85365797532143,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.083448955757813,0.00035,710.0,,0.511334764108356,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.080118255364189,0.00035,710.0,,0.101478064393567,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.172662319419152,0.00035,710.0,,0.105414415084106,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.419375948914023,0.00035,710.0,,0.101377301190696,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.895247633027496,0.00035,710.0,,0.102030156309636,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.886014073705891,0.00035,710.0,,0.0887482304931841,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.898285799697767,0.00035,710.0,,0.491939827302433,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.866064972253215,0.00035,710.0,,0.520998509322674,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.883017412254681,0.00035,710.0,,1.84067142501483,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.433220096432356,0.00035,710.0,,1.82819493644779,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.432856080074852,0.00035,710.0,,0.520680092602913,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.427084121065422,0.00035,710.0,,3.09545032698108,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.158781882642933,0.00035,710.0,,3.1011327759728,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.17185056010568,0.00035,710.0,,1.85394130686773,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0801039706454751,0.00035,710.0,,3.13856365720423,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0144706517151383,0.00035,710.0,,2.96872369366572,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0150779901685344,0.00035,710.0,,4.96092554995144,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0159796273738978,0.00035,710.0,,6.85251699226212,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0868052768165917,0.00035,710.0,,6.93098875627852,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0803901495353073,0.00035,710.0,,4.89277908398552,1.796e-05,14.4,0.146,-0.057,0.02,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.163889832649996,0.00035,710.0,,5.05275136475037,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.172065194337004,0.00035,710.0,,6.84832896495736,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.410309558894085,0.00035,710.0,,6.67115435010465,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.42075629460938,0.00035,710.0,,4.82630630971514,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,3.71762343063335,0.00035,710.0,,0.0976887036260522,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.66581147895051,0.00035,710.0,,0.101757623952878,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.80814105740531,0.00035,710.0,,0.104045855413254,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.57970984033733,0.00035,710.0,,0.518416999370164,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.76571975075578,0.00035,710.0,,0.541456335440658,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.12419057412584,0.00035,710.0,,0.533814535551914,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.50925161588153,0.00035,710.0,,0.54332153390792,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.53411031953671,0.00035,710.0,,0.586245317187819,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,3.47185652159373,0.00035,710.0,,0.619074226131015,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.60532464510399,0.00035,710.0,,1.84757680947869,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.99242319641578,0.00035,710.0,,1.83996824673186,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.41513240187859,0.00035,710.0,,1.8451781339964,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.42076703632981,0.00035,710.0,,3.02621702141119,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.870377630495727,0.00035,710.0,,3.05783250927105,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.96380298974804,0.00035,710.0,,3.03733792858342,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.54335801828969,0.00035,710.0,,2.91766892180919,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.40854754861524,0.00035,710.0,,3.3138122687122,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.1225679060607,0.00035,710.0,,4.85367646708866,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.97483917451802,0.00035,710.0,,6.10243696739693,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.70030448378469,0.00035,710.0,,4.92466419600515,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.41329516113214,0.00035,710.0,,4.96358002750565,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.24162251374558,0.00035,710.0,,4.93747634579651,1.796e-05,14.4,0.146,-0.057,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.889972548760981,0.00035,710.0,,4.88866789054161,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.732638910617612,0.00035,710.0,,4.68387206992238,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.27960779030186,0.00035,710.0,,6.65079333038827,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.926333431707929,0.00035,710.0,,7.15049431744899,1.796e-05,14.4,0.146,-0.057,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.1587137221477,0.001,995.0,,0.0300310076452861,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.297078652997803,0.001,995.0,,0.0303399041705885,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0603748677957697,0.001,995.0,,0.0308685141343155,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.12489873347631,0.001,995.0,,0.292143361220773,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.291425919858789,0.001,995.0,,0.297795415976082,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0590329993296293,0.001,995.0,,0.301627935677304,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.10676020904718,0.001,995.0,,1.13415971725021,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.283687026150464,0.001,995.0,,1.15102045758314,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0598950434711563,0.001,995.0,,1.17589438730055,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.64676892212313,0.001,995.0,,0.287408460435085,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.67671296645467,0.001,995.0,,1.16268155668007,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.64192643592941,0.001,995.0,,2.25331732331609,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.65243654291904,0.001,995.0,,3.35918599490394,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.62224341737668,0.001,995.0,,4.15395500793727,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.10430492747455,0.001,995.0,,2.23495955950675,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.09221493111795,0.001,995.0,,3.41667238470797,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.09099028596784,0.001,995.0,,4.17185769850256,1.796e-05,32.1,0.17,-2.0,0.07,Intermittent,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.28755628220573,0.001,995.0,,2.3251146363718,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.294390739887779,0.001,995.0,,3.55316708050092,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.291535451078243,0.001,995.0,,4.33892737240461,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0603472029233557,0.001,995.0,,2.48584984864178,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0612638433974836,0.001,995.0,,3.65953244294285,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0586164796934403,0.001,995.0,,4.41503729782026,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,1.59741099442315,0.001,995.0,,0.0300339878543293,1.796e-05,32.1,0.17,-2.0,0.07,Stratified,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0638387499454291,0.001,995.0,,0.0245586117460579,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0695481811909994,0.001,995.0,,0.0664149810454058,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0962010750872958,0.001,995.0,,0.0515162090126393,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0639015988768903,0.001,995.0,,1.46358344526255,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.322789627331437,0.001,995.0,,1.48898609513529,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.316882701348625,0.001,995.0,,0.0246579544396556,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.477546864882517,0.001,995.0,,0.0503697302735229,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.90378838088775,0.001,995.0,,0.0609766091179976,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.95164602751854,0.001,995.0,,0.129906649827354,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.94628601608394,0.001,995.0,,0.551925350200012,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.92664484842163,0.001,995.0,,1.14527192005812,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.92577004438299,0.001,995.0,,1.45430717668243,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.972799257236347,0.001,995.0,,1.46004267228454,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.475346979428125,0.001,995.0,,0.571394724237137,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.482865781458388,0.001,995.0,,1.48553378552768,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.971523767615044,0.001,995.0,,2.91125768983853,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.93996153327119,0.001,995.0,,3.05776664719303,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.92164438891162,0.001,995.0,,4.49339978580004,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.97069069798292,0.001,995.0,,4.57138936805885,1.796e-05,32.1,0.17,2.0,0.07,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.322333867503844,0.001,995.0,,3.13083910408743,1.796e-05,32.1,0.17,2.0,0.07,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.192280838356963,0.001,995.0,,3.26772133955167,1.796e-05,32.1,0.17,2.0,0.07,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0610243213840346,0.001,995.0,,4.89810950263033,1.796e-05,32.1,0.17,2.0,0.07,Annular,Stratified,Smooth Stratified,Stratified
Crowley et al. (1992),,0.0780186093791925,0.00035,710.0,,0.123555496140838,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.03205474223059,0.00035,710.0,,0.124010405638219,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.46667634819343,0.00035,710.0,,0.124716744217404,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.15995644935319,0.00035,710.0,,0.124772313170104,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.758686656474036,0.00035,710.0,,0.125385208197921,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.408517731954264,0.00035,710.0,,0.124772313170104,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0754994707610329,0.00035,710.0,,0.143121353101824,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.157558083141161,0.00035,710.0,,0.143824380588146,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.398822604153717,0.00035,710.0,,0.152534983049242,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.376803779158506,0.00035,710.0,,0.466199097631957,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.33345041311098,0.00035,710.0,,0.470790386718607,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.951681067963919,0.00035,710.0,,0.470790386718607,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.146722254611743,0.00035,710.0,,0.470790386718607,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0764612369365285,0.00035,710.0,,0.468489117762638,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.015175291348583,0.00035,710.0,,0.468489117762638,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.39739461268758,0.00035,710.0,,0.475426892399593,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.630408072105372,0.00035,710.0,,0.475426892399593,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.66309468337126,0.00035,710.0,,0.57273106365556,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.158445873162306,0.00035,710.0,,0.57273106365556,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0169491633208093,0.00035,710.0,,0.586936520336278,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.91345125173578,0.00035,710.0,,0.589819615678653,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.36060870744348,0.00035,710.0,,0.589819615678653,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.958486277475201,0.00035,710.0,,0.589819615678653,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.311176786088571,0.00035,710.0,,0.589819615678653,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.081934315274728,0.00035,710.0,,0.589819615678653,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0756602132963588,0.00035,710.0,,1.5715745069954,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0138356555435492,0.00035,710.0,,1.61055429174315,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.146482920090145,0.00035,710.0,,1.67494287602643,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.797631448726795,0.00035,710.0,,1.76261335320266,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.386527852482599,0.00035,710.0,,1.77638438043931,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0755530779544523,0.00035,710.0,,1.85647735085062,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,2.16261842727109,0.00035,710.0,,1.87476057843272,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0170965956155014,0.00035,710.0,,1.87476057843272,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.153936424254696,0.00035,710.0,,1.91186898542901,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.38575758859539,0.00035,710.0,,1.95928909894333,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.362600409098754,0.00035,710.0,,2.91220903013231,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0145970932339484,0.00035,710.0,,2.97156491256333,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.49776240031406,0.00035,710.0,,3.01643963915509,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.786716882666407,0.00035,710.0,,3.04974859153192,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.0753002068344712,0.00035,710.0,,3.15153523842069,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.646570815975854,0.00035,710.0,,3.36331525597581,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.334210302774368,0.00035,710.0,,3.33150442225152,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.22627132640812,0.00035,710.0,,3.37532247280619,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.951015538216735,0.00035,710.0,,3.45904064388786,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,0.144447844770947,0.00035,710.0,,4.71004038124135,1.796e-05,14.4,0.146,4.0,0.02,Annular,Slug Flow,Slug,Intermittent
Crowley et al. (1992),,1.11214942907581,0.00035,710.0,,4.75642647917659,1.796e-05,14.4,0.146,4.0,0.02,Intermittent,Slug Flow,Slug,Intermittent
